date,value,label
2023-02-28 12:00:00,2460.0,M1481
2023-03-31 12:00:00,2430.0,M1481
2023-04-30 12:00:00,2430.0,M1481
2023-05-31 12:00:00,2420.0,M1481
2023-06-30 12:00:00,2460.0,M1481
2023-07-31 12:00:00,2360.0,M1481
2023-08-31 12:00:00,2370.0,M1481
2023-09-30 12:00:00,2400.0,M1481
2023-10-31 12:00:00,2390.0,M1481
2023-11-30 12:00:00,2360.0,M1481
2023-12-31 12:00:00,2480.0,M1481
2024-01-31 12:00:00,2510.0,M1481
2024-02-29 12:00:00,2520.0,M1481
2024-03-31 12:00:00,2470.0,M1481
2024-04-30 12:00:00,2440.0,M1481
2024-05-31 12:00:00,2450.0,M1481
2024-06-30 12:00:00,2500.0,M1481
2024-07-31 12:00:00,2390.0,M1481
2024-08-31 12:00:00,2390.0,M1481
2024-09-30 12:00:00,2410.0,M1481
2024-10-31 12:00:00,2440.0,M1481
2024-11-30 12:00:00,2440.0,M1481
2024-12-31 12:00:00,2550.0,M1481
2025-01-31 12:00:00,2570.0,M1481
2025-02-28 12:00:00,2550.0,M1481
2025-03-31 12:00:00,2500.0,M1481
2025-04-30 12:00:00,2460.0,M1481
2025-05-31 12:00:00,2460.0,M1481
2025-06-30 12:00:00,2500.0,M1481
2025-07-31 12:00:00,2420.0,M1481
2025-08-31 12:00:00,2420.0,M1481
2025-09-30 12:00:00,2430.0,M1481
2025-10-31 12:00:00,2450.0,M1481
2025-11-30 12:00:00,2450.0,M1481
2025-12-31 12:00:00,2530.0,M1481
2026-01-31 12:00:00,2570.0,M1481
2026-02-28 12:00:00,2550.0,M1481
2026-03-31 12:00:00,2470.0,M1481
2026-04-30 12:00:00,2490.0,M1481
2026-05-31 12:00:00,2490.0,M1481
2026-06-30 12:00:00,2530.0,M1481
2026-07-31 12:00:00,2470.0,M1481
2026-08-31 12:00:00,2440.0,M1481
2026-09-30 12:00:00,2460.0,M1481
2026-10-31 12:00:00,2470.0,M1481
2026-11-30 12:00:00,2490.0,M1481
2026-12-31 12:00:00,2550.0,M1481
2027-01-31 12:00:00,2560.0,M1481
2027-02-28 12:00:00,2580.0,M1481
2027-03-31 12:00:00,2480.0,M1481
2027-04-30 12:00:00,2460.0,M1481
2027-05-31 12:00:00,2490.0,M1481
2027-06-30 12:00:00,2500.0,M1481
2027-07-31 12:00:00,2440.0,M1481
2027-08-31 12:00:00,2440.0,M1481
2027-09-30 12:00:00,2450.0,M1481
2027-10-31 12:00:00,2470.0,M1481
2027-11-30 12:00:00,2480.0,M1481
2027-12-31 12:00:00,2550.0,M1481
2028-01-31 12:00:00,2630.0,M1481
2028-02-29 12:00:00,2620.0,M1481
2028-03-31 12:00:00,2570.0,M1481
2028-04-30 12:00:00,2520.0,M1481
2028-05-31 12:00:00,2530.0,M1481
2028-06-30 12:00:00,2550.0,M1481
2028-07-31 12:00:00,2530.0,M1481
2028-08-31 12:00:00,2520.0,M1481
2028-09-30 12:00:00,2530.0,M1481
2028-10-31 12:00:00,2550.0,M1481
2028-11-30 12:00:00,2570.0,M1481
2028-12-31 12:00:00,2640.0,M1481
2029-01-31 12:00:00,2670.0,M1481
2029-02-28 12:00:00,2660.0,M1481
2029-03-31 12:00:00,2630.0,M1481
2029-04-30 12:00:00,2580.0,M1481
2029-05-31 12:00:00,2610.0,M1481
2029-06-30 12:00:00,2630.0,M1481
2029-07-31 12:00:00,2560.0,M1481
2029-08-31 12:00:00,2550.0,M1481
2029-09-30 12:00:00,2550.0,M1481
2029-10-31 12:00:00,2580.0,M1481
2029-11-30 12:00:00,2570.0,M1481
2029-12-31 12:00:00,2650.0,M1481
2030-01-31 12:00:00,2690.0,M1481
2030-02-28 12:00:00,2660.0,M1481
2030-03-31 12:00:00,2590.0,M1481
2030-04-30 12:00:00,2550.0,M1481
2030-05-31 12:00:00,2550.0,M1481
2030-06-30 12:00:00,2570.0,M1481
2030-07-31 12:00:00,2520.0,M1481
2030-08-31 12:00:00,2520.0,M1481
2030-09-30 12:00:00,2520.0,M1481
2030-10-31 12:00:00,2540.0,M1481
2030-11-30 12:00:00,2560.0,M1481
2030-12-31 12:00:00,2630.0,M1481
2031-01-31 12:00:00,2660.0,M1481
2031-02-28 12:00:00,2660.0,M1481
2031-03-31 12:00:00,2570.0,M1481
2031-04-30 12:00:00,2560.0,M1481
2031-05-31 12:00:00,2550.0,M1481
2031-06-30 12:00:00,2580.0,M1481
2031-07-31 12:00:00,2500.0,M1481
2031-08-31 12:00:00,2490.0,M1481
2031-09-30 12:00:00,2510.0,M1481
2031-10-31 12:00:00,2520.0,M1481
2031-11-30 12:00:00,2530.0,M1481
2031-12-31 12:00:00,2610.0,M1481
2032-01-31 12:00:00,2660.0,M1481
2032-02-29 12:00:00,2650.0,M1481
2032-03-31 12:00:00,2560.0,M1481
2032-04-30 12:00:00,2530.0,M1481
2032-05-31 12:00:00,2520.0,M1481
2032-06-30 12:00:00,2530.0,M1481
2032-07-31 12:00:00,2460.0,M1481
2032-08-31 12:00:00,2450.0,M1481
2032-09-30 12:00:00,2440.0,M1481
2032-10-31 12:00:00,2440.0,M1481
2032-11-30 12:00:00,2450.0,M1481
2032-12-31 12:00:00,2520.0,M1481
2033-01-31 12:00:00,2530.0,M1481
2033-02-28 12:00:00,2520.0,M1481
2033-03-31 12:00:00,2460.0,M1481
2033-04-30 12:00:00,2440.0,M1481
2033-05-31 12:00:00,2440.0,M1481
2033-06-30 12:00:00,2460.0,M1481
2033-07-31 12:00:00,2400.0,M1481
2033-08-31 12:00:00,2400.0,M1481
2033-09-30 12:00:00,2390.0,M1481
2033-10-31 12:00:00,2420.0,M1481
2033-11-30 12:00:00,2450.0,M1481
2033-12-31 12:00:00,2510.0,M1481
2034-01-31 12:00:00,2540.0,M1481
2034-02-28 12:00:00,2540.0,M1481
2034-03-31 12:00:00,2470.0,M1481
2034-04-30 12:00:00,2450.0,M1481
2034-05-31 12:00:00,2440.0,M1481
2034-06-30 12:00:00,2460.0,M1481
2034-07-31 12:00:00,2440.0,M1481
2034-08-31 12:00:00,2420.0,M1481
2034-09-30 12:00:00,2430.0,M1481
2034-10-31 12:00:00,2460.0,M1481
2034-11-30 12:00:00,2470.0,M1481
2034-12-31 12:00:00,2540.0,M1481
2035-01-31 12:00:00,2590.0,M1481
2035-02-28 12:00:00,2590.0,M1481
2035-03-31 12:00:00,2520.0,M1481
2035-04-30 12:00:00,2510.0,M1481
2035-05-31 12:00:00,2500.0,M1481
2035-06-30 12:00:00,2510.0,M1481
2035-07-31 12:00:00,2470.0,M1481
2035-08-31 12:00:00,2470.0,M1481
2035-09-30 12:00:00,2480.0,M1481
2035-10-31 12:00:00,2500.0,M1481
2035-11-30 12:00:00,2520.0,M1481
2035-12-31 12:00:00,2610.0,M1481
2036-01-31 12:00:00,2640.0,M1481
2036-02-29 12:00:00,2630.0,M1481
2036-03-31 12:00:00,2580.0,M1481
2036-04-30 12:00:00,2560.0,M1481
2036-05-31 12:00:00,2560.0,M1481
2036-06-30 12:00:00,2580.0,M1481
2036-07-31 12:00:00,2520.0,M1481
2036-08-31 12:00:00,2530.0,M1481
2036-09-30 12:00:00,2540.0,M1481
2036-10-31 12:00:00,2570.0,M1481
2036-11-30 12:00:00,2590.0,M1481
2036-12-31 12:00:00,2670.0,M1481
2010-01-31 12:00:00,2380.0,M17562
2010-02-28 12:00:00,2480.0,M17562
2010-03-31 12:00:00,2950.0,M17562
2010-04-30 12:00:00,3220.0,M17562
2010-05-31 12:00:00,3320.0,M17562
2010-06-30 12:00:00,3320.0,M17562
2010-07-31 12:00:00,3180.0,M17562
2010-08-31 12:00:00,2940.0,M17562
2010-09-30 12:00:00,2950.0,M17562
2010-10-31 12:00:00,2930.0,M17562
2010-11-30 12:00:00,2840.0,M17562
2010-12-31 12:00:00,2620.0,M17562
2011-01-31 12:00:00,2200.0,M17562
2011-02-28 12:00:00,2220.0,M17562
2011-03-31 12:00:00,2540.0,M17562
2011-04-30 12:00:00,2680.0,M17562
2011-05-31 12:00:00,2520.0,M17562
2011-06-30 12:00:00,2750.0,M17562
2011-07-31 12:00:00,3060.0,M17562
2011-08-31 12:00:00,3090.0,M17562
2011-09-30 12:00:00,3100.0,M17562
2011-10-31 12:00:00,2870.0,M17562
2011-11-30 12:00:00,2600.0,M17562
2011-12-31 12:00:00,2380.0,M17562
2012-01-31 12:00:00,2190.0,M17562
2012-02-29 12:00:00,2150.0,M17562
2012-03-31 12:00:00,2260.0,M17562
2012-04-30 12:00:00,2280.0,M17562
2012-05-31 12:00:00,2210.0,M17562
2012-06-30 12:00:00,2240.0,M17562
2012-07-31 12:00:00,2220.0,M17562
2012-08-31 12:00:00,2190.0,M17562
2012-09-30 12:00:00,2060.0,M17562
2012-10-31 12:00:00,1920.0,M17562
2012-11-30 12:00:00,1650.0,M17562
2012-12-31 12:00:00,1340.0,M17562
2013-01-31 12:00:00,1080.0,M17562
2013-02-28 12:00:00,1050.0,M17562
2013-03-31 12:00:00,1210.0,M17562
2013-04-30 12:00:00,1260.0,M17562
2013-05-31 12:00:00,1430.0,M17562
2013-06-30 12:00:00,1440.0,M17562
2013-07-31 12:00:00,1460.0,M17562
2013-08-31 12:00:00,1270.0,M17562
2013-09-30 12:00:00,1240.0,M17562
2013-10-31 12:00:00,1230.0,M17562
2013-11-30 12:00:00,1220.0,M17562
2013-12-31 12:00:00,1080.0,M17562
2014-01-31 12:00:00,790.0,M17562
2014-02-28 12:00:00,780.0,M17562
2014-03-31 12:00:00,820.0,M17562
2014-04-30 12:00:00,860.0,M17562
2014-05-31 12:00:00,970.0,M17562
2014-06-30 12:00:00,1090.0,M17562
2014-07-31 12:00:00,1120.0,M17562
2014-08-31 12:00:00,1140.0,M17562
2014-09-30 12:00:00,1100.0,M17562
2014-10-31 12:00:00,1080.0,M17562
2014-11-30 12:00:00,900.0,M17562
2014-12-31 12:00:00,660.0,M17562
2015-01-31 12:00:00,580.0,M17562
2015-02-28 12:00:00,570.0,M17562
2015-03-31 12:00:00,620.0,M17562
2015-04-30 12:00:00,670.0,M17562
2015-05-31 12:00:00,740.0,M17562
2015-06-30 12:00:00,780.0,M17562
2015-07-31 12:00:00,900.0,M17562
2015-08-31 12:00:00,1030.0,M17562
2015-09-30 12:00:00,1140.0,M17562
2015-10-31 12:00:00,2380.0,M17562
2015-11-30 12:00:00,2480.0,M17562
2015-12-31 12:00:00,2950.0,M17562
